group_key,township_en,township_mm,township_is_town_label,resolved_township_public_id,resolved_township_core_id,township_resolve_note,locality_type,locality_en,locality_mm,normalized_name_en,normalized_name_mm,postal_row_count,postal_codes,coremap_candidate_count,coremap_candidate_public_ids,mimu_hit_count,mimu_source_pcodes,audit_decision,audit_note,name_evidence
mongsanhmonesan|ward|၃|3,Mongsan (Hmonesan) Town,မိုင်းစံ (မုန်းဆန်း) မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0669003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
mongyu|ward|မိုင်းယုမ|mongyumyoma,Mongyu Town,မိုင်းယု မြို့,true,,,unresolved,ward,Mongyu Myo Ma Quarter,မိုင်းယုမြို့မ ရပ်ကွက်,mongyumyoma,မိုင်းယုမ,1,1766001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|အလယ်ပိုင်း|ahlelpaing,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Ah Lel Paing Quarter,အလယ်ပိုင်း ရပ်ကွက်,ahlelpaing,အလယ်ပိုင်း,1,0762002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|အနောက်ပိုင်း|ahnaukpaing,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Ah Nauk Paing Quarter,အနောက်ပိုင်း ရပ်ကွက်,ahnaukpaing,အနောက်ပိုင်း,1,0762001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|အရှေ့ပိုင်း|ahsheypaing,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Ah Shey Paing Quarter,အရှေ့ပိုင်း ရပ်ကွက်,ahsheypaing,အရှေ့ပိုင်း,1,0762003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|ဂြင်းတော|gyintaw,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Gyin Taw Quarter,ဂြင်းတော ရပ်ကွက်,gyintaw,ဂြင်းတော,1,0762008,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|ဖွေရာ|hpwayyar,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Hpway Yar Quarter,ဖွေရာ ရပ်ကွက်,hpwayyar,ဖွေရာ,1,0762006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|မြောချောင်း|myawchaung,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Myaw Chaung Quarter,မြောချောင်း ရပ်ကွက်,myawchaung,မြောချောင်း,1,0762007,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|ရှီးဒါး|sheedar,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Shee Dar Quarter,ရှီးဒါး ရပ်ကွက်,sheedar,ရှီးဒါး,1,0762005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myinhlut|ward|ရွာသစ်|ywarthit,Myin Hlut Town,မြင်းလွှတ် မြို့,true,,,unresolved,ward,Ywar Thit Quarter,ရွာသစ် ရပ်ကွက်,ywarthit,ရွာသစ်,1,0762004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၁|1,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0464001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၂|2,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0464002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၃|3,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0464003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၄|4,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0464004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၅|5,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0464005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၆|6,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (6) Quarter,အမှတ် (၆) ရပ်ကွက်,6,၆,1,0464006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၇|7,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (7) Quarter,အမှတ် (၇) ရပ်ကွက်,7,၇,1,0464007,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitchay|ward|၈|8,Myit Chay Town,မြစ်ခြေ မြို့,true,,,unresolved,ward,No (8) Quarter,အမှတ် (၈) ရပ်ကွက်,8,၈,1,0464008,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitnge|ward|မြစ်ငယ်|myitnge,Myitnge Town,မြစ်ငယ် မြို့,true,,,unresolved,ward,Myit Nge Quarter,မြစ်ငယ် ရပ်ကွက်,myitnge,မြစ်ငယ်,1,0560001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitta|ward|၁|1,Myitta Town,မေတ္တာ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1460001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitta|ward|၂|2,Myitta Town,မေတ္တာ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1460002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myitta|ward|၃|3,Myitta Town,မေတ္တာ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1460003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
myohla|ward|၅|5,Myo Hla Town,မြို့လှ မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,0871005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammar|ward|ချောင်းသာ|chaungthar,Nam Mar Town,နန်းမား မြို့,true,,,unresolved,ward,Chaung Thar Quarter,ချောင်းသာ ရပ်ကွက်,chaungthar,ချောင်းသာ,1,0170005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammar|ward|မရန်အောင်|myomayanaung,Nam Mar Town,နန်းမား မြို့,true,,,unresolved,ward,Myo Ma Yan Aung Quarter,မြို့မရန်အောင် ရပ်ကွက်,myomayanaung,မရန်အောင်,1,0170001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammar|ward|နန်းသာယာ|nantharyar,Nam Mar Town,နန်းမား မြို့,true,,,unresolved,ward,Nan Thar Yar Quarter,နန်းသာယာ ရပ်ကွက်,nantharyar,နန်းသာယာ,1,0170004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammar|ward|ညောင်ကုန်း|nyaungkone,Nam Mar Town,နန်းမား မြို့,true,,,unresolved,ward,Nyaung Kone Quarter,ညောင်ကုန်း ရပ်ကွက်,nyaungkone,ညောင်ကုန်း,1,0170002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammar|ward|ရှမ်းစု|shansu,Nam Mar Town,နန်းမား မြို့,true,,,unresolved,ward,Shan Su Quarter,ရှမ်းစု ရပ်ကွက်,shansu,ရှမ်းစု,1,0170003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammun|ward|၁|1,Nam Mun Town,နန့်မွန်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0169001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammun|ward|၂|2,Nam Mun Town,နန့်မွန်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0169002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammun|ward|၃|3,Nam Mun Town,နန့်မွန်း မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0169003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammun|ward|၄|4,Nam Mun Town,နန့်မွန်း မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0169004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammatee|ward|လှ|myohla,Nammatee Town,နမ္မတီး မြို့,true,,,unresolved,ward,Myo Hla Quarter,မြို့လှ ရပ်ကွက်,myohla,လှ,1,0166003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammatee|ward|မ|myoma,Nammatee Town,နမ္မတီး မြို့,true,,,unresolved,ward,Myo Ma Quarter,မြို့မ ရပ်ကွက်,myoma,မ,1,0166001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammatee|ward|သာယာ|myotharyar,Nammatee Town,နမ္မတီး မြို့,true,,,unresolved,ward,Myo Thar Yar Quarter,မြို့သာယာ ရပ်ကွက်,myotharyar,သာယာ,1,0166004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nammatee|ward|ဦး|myou,Nammatee Town,နမ္မတီး မြို့,true,,,unresolved,ward,Myo U Quarter,မြို့ဦး ရပ်ကွက်,myou,ဦး,1,0166002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nanmeikhon|ward|ခေါ်ခုကယား|khawkhukayah,Nan Mei Khon Town,နန်းမယ်ခုံ မြို့,true,,,unresolved,ward,Khaw Khu Kayah Quarter,ခေါ်ခုကယား ရပ်ကွက်,khawkhukayah,ခေါ်ခုကယား,1,0961003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nanmeikhon|ward|ခေါ်ခုရှမ်း|khawkhushan,Nan Mei Khon Town,နန်းမယ်ခုံ မြို့,true,,,unresolved,ward,Khaw Khu Shan Quarter,ခေါ်ခုရှမ်း ရပ်ကွက်,khawkhushan,ခေါ်ခုရှမ်း,1,0961004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nanmeikhon|ward|မကယန်း|myomakayan,Nan Mei Khon Town,နန်းမယ်ခုံ မြို့,true,,,unresolved,ward,Myo Ma Kayan Quarter,မြို့မကယန်း ရပ်ကွက်,myomakayan,မကယန်း,1,0961001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nanmeikhon|ward|မရှမ်း|myomashan,Nan Mei Khon Town,နန်းမယ်ခုံ မြို့,true,,,unresolved,ward,Myo Ma Shan Quarter,မြို့မရှမ်း ရပ်ကွက်,myomashan,မရှမ်း,1,0961002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nangpang|ward|၁|1,Nang Pang Town,နန်းပန် မြို့,true,,,unresolved,ward,No(1) Quarter,အမှတ်(၁) ရပ်ကွက်,1,၁,1,0675001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nangpang|ward|၂|2,Nang Pang Town,နန်းပန် မြို့,true,,,unresolved,ward,No(2) Quarter,အမှတ်(၂) ရပ်ကွက်,2,၂,1,0675002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nangpang|ward|၃|3,Nang Pang Town,နန်းပန် မြို့,true,,,unresolved,ward,No(3) Quarter,အမှတ်(၃) ရပ်ကွက်,3,၃,1,0675003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
nangpang|ward|၄|4,Nang Pang Town,နန်းပန် မြို့,true,,,unresolved,ward,No(4) Quarter,အမှတ်(၄) ရပ်ကွက်,4,၄,1,0675004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
naungtayar|ward|၁|1,Naungtayar Town,နောင်တရား မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0665001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
naungtayar|ward|၂|2,Naungtayar Town,နောင်တရား မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0665002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
naungtayar|ward|၃|3,Naungtayar Town,နောင်တရား မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0665003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngapali|ward|ဂေါ့|gawt,Ngapali Town,ငပလီ မြို့,true,,,unresolved,ward,Gawt Quarter,ဂေါ့ ရပ်ကွက်,gawt,ဂေါ့,1,0769001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngapali|ward|ဂျိတ္တော|gyeiktaw,Ngapali Town,ငပလီ မြို့,true,,,unresolved,ward,Gyeik Taw Quarter,ဂျိတ္တော ရပ်ကွက်,gyeiktaw,ဂျိတ္တော,1,0769005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngapali|ward|လင်းသာ|linthar,Ngapali Town,ငပလီ မြို့,true,,,unresolved,ward,Lin Thar Quarter,လင်းသာ ရပ်ကွက်,linthar,လင်းသာ,1,0769003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngapali|ward|မြပြင်|myapyin,Ngapali Town,ငပလီ မြို့,true,,,unresolved,ward,Mya Pyin Quarter,မြပြင် ရပ်ကွက်,myapyin,မြပြင်,1,0769004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngapali|ward|ဇီးဖြူကုန်း|zeehpyukone,Ngapali Town,ငပလီ မြို့,true,,,unresolved,ward,Zee Hpyu Kone Quarter,ဇီးဖြူကုန်း ရပ်ကွက်,zeehpyukone,ဇီးဖြူကုန်း,1,0769002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngathayauk|ward|၁|1,Ngathayauk Town,ငါ့သရောက် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,0564001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngathayauk|ward|၂|2,Ngathayauk Town,ငါ့သရောက် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,0564002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngathayauk|ward|၃|3,Ngathayauk Town,ငါ့သရောက် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,0564003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngathayauk|ward|၄|4,Ngathayauk Town,ငါ့သရောက် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,0564004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngayokekaung|ward|၁|1,Ngayokekaung Town,ငရုတ်ကောင်း မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1075001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngayokekaung|ward|၂|2,Ngayokekaung Town,ငရုတ်ကောင်း မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1075002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngwesaung|ward|၁|1,Ngwesaung Town,ငွေဆောင် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1061001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngwesaung|ward|၂|2,Ngwesaung Town,ငွေဆောင် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1061002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngwesaung|ward|၃|3,Ngwesaung Town,ငွေဆောင် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1061003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
ngwesaung|ward|၄|4,Ngwesaung Town,ငွေဆောင် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1061004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
oetheikone|ward|လမ်းမတော်|lanmataw,Oe Thei Kone Town,အိုးသည်ကုန်း မြို့,true,,,unresolved,ward,Lan Ma Taw Quarter,လမ်းမတော် ရပ်ကွက်,lanmataw,လမ်းမတော်,1,1867003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
oetheikone|ward|မ|myoma,Oe Thei Kone Town,အိုးသည်ကုန်း မြို့,true,,,unresolved,ward,Myo Ma Quarter,မြို့မ ရပ်ကွက်,myoma,မ,1,1867001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
oetheikone|ward|ပြည်တော်သာ|pyitawthar,Oe Thei Kone Town,အိုးသည်ကုန်း မြို့,true,,,unresolved,ward,Pyi Taw Thar Quarter,ပြည်တော်သာ ရပ်ကွက်,pyitawthar,ပြည်တော်သာ,1,1867004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
oetheikone|ward|ရွာသစ်|ywarthit,Oe Thei Kone Town,အိုးသည်ကုန်း မြို့,true,,,unresolved,ward,Ywar Thit Quarter,ရွာသစ် ရပ်ကွက်,ywarthit,ရွာသစ်,1,1867002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|အနော်ရထာ|ahnawrahtar,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Ah Naw Ra Htar Quarter,အနော်ရထာ ရပ်ကွက်,ahnawrahtar,အနော်ရထာ,1,1162003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ဗန္ဓုလ|bandula,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Ban Du La Quarter,ဗန္ဓုလ ရပ်ကွက်,bandula,ဗန္ဓုလ,1,1162004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ဘုရင့်နောင်|bayintnaung,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Ba Yint Naung Quarter,ဘုရင့်နောင် ရပ်ကွက်,bayintnaung,ဘုရင့်နောင်,1,1162007,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ဗိုလ်ချုပ်အောင်ဆန်း|bogyokeaungsan,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Bo Gyoke Aung San Quarter,ဗိုလ်ချုပ်အောင်ဆန်း ရပ်ကွက်,bogyokeaungsan,ဗိုလ်ချုပ်အောင်ဆန်း,1,1162005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ကျန်စစ်သား|kyansitthar,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Kyan Sit Thar Quarter,ကျန်စစ်သား ရပ်ကွက်,kyansitthar,ကျန်စစ်သား,1,1162001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|မင်းရဲကျော်စွာ|minyekyawswar,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Min Ye Kyaw Swar Quarter,မင်းရဲကျော်စွာ ရပ်ကွက်,minyekyawswar,မင်းရဲကျော်စွာ,1,1162008,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ဆင်ဖြူရှင်|sinhpyushin,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,Sin Hpyu Shin Quarter,ဆင်ဖြူရှင် ရပ်ကွက်,sinhpyushin,ဆင်ဖြူရှင်,1,1162006,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
okekan|ward|ဦးအောင်ဇေယျ|uaungzayya,Okekan Town,ဥက္ကံ မြို့,true,,,unresolved,ward,U Aung Zay Ya Quarter,ဦးအောင်ဇေယျ ရပ်ကွက်,uaungzayya,ဦးအောင်ဇေယျ,1,1162002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
paingkyon|ward|၁|1,Paingkyon Town,ပိုင်ကျုံ မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1364001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
paingkyon|ward|၂|2,Paingkyon Town,ပိုင်ကျုံ မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1364002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
paingkyon|ward|၃|3,Paingkyon Town,ပိုင်ကျုံ မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1364003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
paingkyon|ward|၄|4,Paingkyon Town,ပိုင်ကျုံ မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1364004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
paingkyon|ward|၅|5,Paingkyon Town,ပိုင်ကျုံ မြို့,true,,,unresolved,ward,No (5) Quarter,အမှတ် (၅) ရပ်ကွက်,5,၅,1,1364005,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
palauk|ward|၁|1,Palauk Town,ပလောက် မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1462001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
palauk|ward|၂|2,Palauk Town,ပလောက် မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1462002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
palauk|ward|၃|3,Palauk Town,ပလောက် မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1462003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
palauk|ward|၄|4,Palauk Town,ပလောက် မြို့,true,,,unresolved,ward,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,4,၄,1,1462004,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
panghsengkyukoke|ward|၁|1,Pang Hseng (Kyu Koke) Town,ပန်ဆိုင်း (ကြူကုတ်) မြို့,true,,,unresolved,ward,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,1,၁,1,1663001,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
panghsengkyukoke|ward|၂|2,Pang Hseng (Kyu Koke) Town,ပန်ဆိုင်း (ကြူကုတ်) မြို့,true,,,unresolved,ward,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,2,၂,1,1663002,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
panghsengkyukoke|ward|၃|3,Pang Hseng (Kyu Koke) Town,ပန်ဆိုင်း (ကြူကုတ်) မြို့,true,,,unresolved,ward,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,3,၃,1,1663003,0,,0,,confirmed_non_admin,town-parent postal ward/VT with no CoreMap/MIMU unique identity under resolved parent,no_exact
